IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
76,76,75.0,88.0,16.0,3.00,Weak Perf.
76,76,75.0,88.0,16.0,3.00,Weak Perf.
77,77,75.0,88.0,16.0,3.00,Weak Perf.
577,517,75.0,88.0,16.0,3.00,Weak Perf.
908,809,75.0,88.0,16.0,3.00,Weak Perf.
1338,1186,75.0,88.0,16.0,3.00,Weak Perf.
1824,1614,75.0,88.0,16.0,3.00,Weak Perf.
2291,2025,75.0,88.0,16.0,3.00,Weak Perf.
2647,2339,75.0,88.0,16.0,3.00,Weak Perf.
2816,2488,75.0,88.0,16.0,3.00,Weak Perf.
2767,2445,75.0,88.0,16.0,3.00,Weak Perf.
2523,2229,75.0,88.0,16.0,3.00,Weak Perf.
2147,1899,75.0,88.0,16.0,3.00,Weak Perf.
1733,1534,75.0,88.0,16.0,3.00,Weak Perf.
1376,1220,75.0,88.0,16.0,3.00,Weak Perf.
1140,1013,75.0,88.0,16.0,3.00,Weak Perf.
1016,903,75.0,88.0,16.0,3.00,Weak Perf.
949,844,75.0,88.0,16.0,3.00,Weak Perf.
891,793,75.0,88.0,16.0,3.00,Weak Perf.
824,734,75.0,88.0,16.0,3.00,Weak Perf.
745,664,75.0,88.0,16.0,3.00,Weak Perf.
654,584,75.0,88.0,16.0,3.00,Weak Perf.
606,541,75.0,88.0,16.0,3.00,Weak Perf.
508,455,75.0,88.0,16.0,3.00,Weak Perf.
413,372,75.0,88.0,16.0,3.00,Weak Perf.
328,296,75.0,88.0,16.0,3.00,Weak Perf.
254,231,75.0,88.0,16.0,3.00,Weak Perf.
195,179,75.0,88.0,16.0,3.00,Weak Perf.
149,139,75.0,88.0,16.0,3.00,Weak Perf.
116,109,75.0,88.0,16.0,3.00,Weak Perf.
92,88,75.0,88.0,16.0,3.00,Weak Perf.
76,73,75.0,88.0,16.0,3.00,Weak Perf.
65,64,75.0,88.0,16.0,3.00,Weak Perf.
58,57,75.0,88.0,16.0,3.00,Weak Perf.
53,52,75.0,88.0,16.0,3.00,Weak Perf.
49,49,75.0,88.0,16.0,3.00,Weak Perf.
46,46,75.0,88.0,16.0,3.00,Weak Perf.
44,43,75.0,88.0,16.0,3.00,Weak Perf.
41,41,75.0,88.0,16.0,3.00,Weak Perf.
39,39,75.0,88.0,16.0,3.00,Weak Perf.
37,37,75.0,88.0,16.0,3.00,Weak Perf.
34,34,75.0,88.0,16.0,3.00,Weak Perf.
32,32,75.0,88.0,16.0,3.00,Weak Perf.
30,30,75.0,88.0,16.0,3.00,Weak Perf.
27,27,75.0,88.0,16.0,3.00,Weak Perf.
538,477,56.0,88.0,16.0,3.00,Weak Perf.
776,685,56.0,88.0,16.0,3.00,Weak Perf.
1068,943,56.0,88.0,16.0,3.00,Weak Perf.
1408,1241,57.3,88.0,16.0,3.00,Weak Perf.
1822,1605,77.3,88.0,16.0,3.00,Weak Perf.
2291,2018,89.3,88.0,16.0,3.00,Weak Perf.
2596,2286,129.3,88.0,16.0,3.00,Weak Perf.
2241,1973,166.7,88.0,16.0,3.00,Weak Perf.
1316,1158,210.7,88.0,16.0,3.00,Weak Perf.
854,752,218.7,88.0,16.0,3.00,Weak Perf.
707,622,218.7,88.0,16.0,3.00,Weak Perf.
517,455,218.7,88.0,16.0,3.00,Weak Perf.
408,359,218.7,88.0,16.0,3.00,Weak Perf.
210,184,218.7,88.0,16.0,3.00,Weak Perf.
80,69,218.7,88.0,16.0,3.00,Weak Perf.
18,14,218.7,88.0,16.0,3.00,Weak Perf.
-5,-6,218.7,88.0,16.0,3.00,Weak Perf.
-13,-13,218.7,88.0,16.0,3.00,Weak Perf.
-16,-16,218.7,88.0,16.0,3.00,Weak Perf.
-19,-19,218.7,88.0,16.0,3.00,Weak Perf.
-21,-21,218.7,88.0,16.0,3.00,Weak Perf.
495,433,218.7,88.0,16.0,3.00,Weak Perf.
1351,1186,218.7,88.0,16.0,3.00,Weak Perf.
2163,1900,218.7,88.0,16.0,3.00,Weak Perf.
2117,1859,218.7,88.0,16.0,3.00,Weak Perf.
1355,1189,218.7,88.0,16.0,3.00,Weak Perf.
788,689,218.7,88.0,16.0,3.00,Weak Perf.
631,551,218.7,88.0,16.0,3.00,Weak Perf.
488,425,218.7,88.0,16.0,3.00,Weak Perf.
305,264,218.7,88.0,16.0,3.00,Weak Perf.
139,118,218.7,88.0,16.0,3.00,Weak Perf.
32,23,218.7,88.0,16.0,3.00,Weak Perf.
-20,-22,218.7,88.0,16.0,3.00,Weak Perf.
-39,-40,218.7,88.0,16.0,3.00,Weak Perf.
-46,-46,218.7,88.0,16.0,3.00,Weak Perf.
-49,-49,218.7,88.0,16.0,3.00,Weak Perf.
-50,-50,218.7,88.0,16.0,3.00,Weak Perf.
-52,-52,218.7,88.0,16.0,3.00,Weak Perf.
-52,-52,218.7,88.0,16.0,3.00,Weak Perf.
604,525,218.7,88.0,16.0,3.00,Weak Perf.
1484,1299,218.7,88.0,16.0,3.00,Weak Perf.
1931,1692,218.7,88.0,16.0,3.00,Weak Perf.
1439,1259,218.7,88.0,16.0,3.00,Weak Perf.
756,658,218.7,88.0,16.0,3.00,Weak Perf.
542,470,218.7,88.0,16.0,3.00,Weak Perf.
417,360,218.7,88.0,16.0,3.00,Weak Perf.
249,211,218.7,88.0,16.0,3.00,Weak Perf.
93,74,218.7,88.0,16.0,3.00,Weak Perf.
-3,-10,218.7,88.0,16.0,3.00,Weak Perf.
-45,-48,218.7,88.0,16.0,3.00,Weak Perf.
-59,-60,218.7,88.0,16.0,3.00,Weak Perf.
-63,-63,218.7,88.0,16.0,3.00,Weak Perf.
-64,-64,218.7,88.0,16.0,3.00,Weak Perf.
-64,-64,218.7,88.0,16.0,3.00,Weak Perf.
-64,-64,218.7,88.0,16.0,3.00,Weak Perf.
627,544,218.7,88.0,16.0,3.00,Weak Perf.
1406,1229,218.7,88.0,16.0,3.00,Weak Perf.
1691,1481,218.7,88.0,16.0,3.00,Weak Perf.
1186,1036,218.7,88.0,16.0,3.00,Weak Perf.
625,542,218.7,88.0,16.0,3.00,Weak Perf.
467,403,218.7,88.0,16.0,3.00,Weak Perf.
354,304,218.7,88.0,16.0,3.00,Weak Perf.
204,172,218.7,88.0,16.0,3.00,Weak Perf.
131,108,218.7,88.0,16.0,3.00,Weak Perf.
21,11,218.7,88.0,16.0,3.00,Weak Perf.
-34,-37,218.7,88.0,16.0,3.00,Weak Perf.
-54,-55,218.7,88.0,16.0,3.00,Weak Perf.
-59,-59,218.7,88.0,16.0,3.00,Weak Perf.
-59,-59,218.7,88.0,16.0,3.00,Weak Perf.
-58,-58,218.7,88.0,16.0,3.00,Weak Perf.
-58,-58,218.7,88.0,16.0,3.00,Weak Perf.
298,255,218.7,88.0,16.0,3.00,Weak Perf.
979,855,218.7,88.0,16.0,3.00,Weak Perf.
1588,1391,218.7,88.0,16.0,3.00,Weak Perf.
1426,1248,218.7,88.0,16.0,3.00,Weak Perf.
799,697,218.7,88.0,16.0,3.00,Weak Perf.
503,437,218.7,88.0,16.0,3.00,Weak Perf.
407,352,218.7,88.0,16.0,3.00,Weak Perf.
273,235,218.7,88.0,16.0,3.00,Weak Perf.
129,108,218.7,88.0,16.0,3.00,Weak Perf.
27,18,218.7,88.0,16.0,3.00,Weak Perf.
-21,-24,218.7,88.0,16.0,3.00,Weak Perf.
-37,-38,218.7,88.0,16.0,3.00,Weak Perf.
-40,-40,218.7,88.0,16.0,3.00,Weak Perf.
-39,-39,218.7,88.0,16.0,3.00,Weak Perf.
-38,-38,218.7,88.0,16.0,3.00,Weak Perf.
-36,-36,218.7,88.0,16.0,3.00,Weak Perf.
449,391,218.7,88.0,16.0,3.00,Weak Perf.
1224,1073,218.7,88.0,16.0,3.00,Weak Perf.
1569,1376,218.7,88.0,16.0,3.00,Weak Perf.
1630,1431,218.7,88.0,16.0,3.00,Weak Perf.
1002,878,218.7,88.0,16.0,3.00,Weak Perf.
587,513,218.7,88.0,16.0,3.00,Weak Perf.
480,420,218.7,88.0,16.0,3.00,Weak Perf.
346,302,218.7,88.0,16.0,3.00,Weak Perf.
188,163,218.7,88.0,16.0,3.00,Weak Perf.
70,59,218.7,88.0,16.0,3.00,Weak Perf.
11,7,218.7,88.0,16.0,3.00,Weak Perf.
-8,-9,218.7,88.0,16.0,3.00,Weak Perf.
-12,-12,218.7,88.0,16.0,3.00,Weak Perf.
-11,-11,218.7,88.0,16.0,3.00,Weak Perf.
-9,-9,218.7,88.0,16.0,3.00,Weak Perf.
-8,-8,218.7,88.0,16.0,3.00,Weak Perf.
532,467,218.7,88.0,16.0,3.00,Weak Perf.
1391,1223,218.7,88.0,16.0,3.00,Weak Perf.
1947,1713,218.7,88.0,16.0,3.00,Weak Perf.
1546,1361,218.7,88.0,16.0,3.00,Weak Perf.
852,750,218.7,88.0,16.0,3.00,Weak Perf.
628,553,218.7,88.0,16.0,3.00,Weak Perf.
508,448,218.7,88.0,16.0,3.00,Weak Perf.
337,297,218.7,88.0,16.0,3.00,Weak Perf.
174,154,218.7,88.0,16.0,3.00,Weak Perf.
72,65,218.7,88.0,16.0,3.00,Weak Perf.
29,27,218.7,88.0,16.0,3.00,Weak Perf.
17,17,218.7,88.0,16.0,3.00,Weak Perf.
16,16,218.7,88.0,16.0,3.00,Weak Perf.
17,17,218.7,88.0,16.0,3.00,Weak Perf.
19,19,218.7,88.0,16.0,3.00,Weak Perf.
20,20,218.7,88.0,16.0,3.00,Weak Perf.
587,519,218.7,88.0,16.0,3.00,Weak Perf.
1991,1755,218.7,88.0,16.0,3.00,Weak Perf.
2238,1972,218.7,88.0,16.0,3.00,Weak Perf.
1889,1665,218.7,88.0,16.0,3.00,Weak Perf.
1076,950,218.7,88.0,16.0,3.00,Weak Perf.
761,673,218.7,88.0,16.0,3.00,Weak Perf.
633,561,218.7,88.0,16.0,3.00,Weak Perf.
447,397,218.7,88.0,16.0,3.00,Weak Perf.
255,228,218.7,88.0,16.0,3.00,Weak Perf.
124,113,218.7,88.0,16.0,3.00,Weak Perf.
63,60,218.7,88.0,16.0,3.00,Weak Perf.
43,42,218.7,88.0,16.0,3.00,Weak Perf.
39,39,218.7,88.0,16.0,3.00,Weak Perf.
39,39,218.7,88.0,16.0,3.00,Weak Perf.
40,40,218.7,88.0,16.0,3.00,Weak Perf.
41,41,218.7,88.0,16.0,3.00,Weak Perf.
831,736,218.7,88.0,16.0,3.00,Weak Perf.
1873,1653,218.7,88.0,16.0,3.00,Weak Perf.
2553,2251,218.7,88.0,16.0,3.00,Weak Perf.
2161,1907,218.7,88.0,16.0,3.00,Weak Perf.
1285,1136,218.7,88.0,16.0,3.00,Weak Perf.
891,789,218.7,88.0,16.0,3.00,Weak Perf.
758,672,218.7,88.0,16.0,3.00,Weak Perf.
573,510,218.7,88.0,16.0,3.00,Weak Perf.
361,324,218.7,88.0,16.0,3.00,Weak Perf.
195,178,218.7,88.0,16.0,3.00,Weak Perf.
140,129,218.7,88.0,16.0,3.00,Weak Perf.
79,75,218.7,88.0,16.0,3.00,Weak Perf.
57,56,218.7,88.0,16.0,3.00,Weak Perf.
51,50,218.7,88.0,16.0,3.00,Weak Perf.
50,50,218.7,88.0,16.0,3.00,Weak Perf.
50,50,218.7,88.0,16.0,3.00,Weak Perf.
50,50,218.7,88.0,16.0,3.00,Weak Perf.
597,531,218.7,88.0,16.0,3.00,Weak Perf.
1561,1380,218.7,88.0,16.0,3.00,Weak Perf.
